City,State,station_count,total_ports,city_state
Preston,MN,3,6,"Preston, MN"
Xenia,OH,3,13,"Xenia, OH"
Amenia,NY,3,5,"Amenia, NY"
Essex,MD,3,10,"Essex, MD"
Essex,NY,3,6,"Essex, NY"
Ambridge,PA,3,6,"Ambridge, PA"
Princeton,MN,3,6,"Princeton, MN"
Parker,AZ,3,7,"Parker, AZ"
Camden,SC,3,8,"Camden, SC"
Wahpeton,ND,3,6,"Wahpeton, ND"
Ozark,AL,3,5,"Ozark, AL"
Pahrump,NV,3,12,"Pahrump, NV"
Stratford,NJ,3,4,"Stratford, NJ"
Bay St. Louis,MS,3,6,"Bay St. Louis, MS"
Howell Township,NJ,3,24,"Howell Township, NJ"
Old Town,ME,3,6,"Old Town, ME"
Salem,IN,3,8,"Salem, IN"
Oldsmar,FL,3,14,"Oldsmar, FL"
Bellbrook,OH,3,12,"Bellbrook, OH"
Hudson,IA,3,8,"Hudson, IA"
Bayfield,WI,3,5,"Bayfield, WI"
Salem,IL,3,19,"Salem, IL"
Olive Branch,MS,3,6,"Olive Branch, MS"
Deer Island,OR,3,4,"Deer Island, OR"
Viroqua,WI,3,6,"Viroqua, WI"
Olney,MD,3,9,"Olney, MD"
Hughesville,MD,3,5,"Hughesville, MD"
Olympic Valley,CA,3,22,"Olympic Valley, CA"
Dixon,IL,3,6,"Dixon, IL"
Divide,CO,3,4,"Divide, CO"
Deer Park,TX,3,9,"Deer Park, TX"
Onamia,MN,3,24,"Onamia, MN"
Jasper,FL,3,14,"Jasper, FL"
Old Orchard Beach,ME,3,5,"Old Orchard Beach, ME"
Bay Lake,FL,3,6,"Bay Lake, FL"
Bellevue,ID,3,11,"Bellevue, ID"
Bellmead,TX,3,32,"Bellmead, TX"
Hopewell,VA,3,15,"Hopewell, VA"
Stroud,OK,3,19,"Stroud, OK"
Bellmawr,NJ,3,11,"Bellmawr, NJ"
John Day,OR,3,3,"John Day, OR"
Dayton,TN,3,4,"Dayton, TN"
Odessa,FL,3,13,"Odessa, FL"
Palm Harbor,FL,3,9,"Palm Harbor, FL"
Ogdensburg,NY,3,16,"Ogdensburg, NY"
Daytona Beach Shores,FL,3,4,"Daytona Beach Shores, FL"
Houma,LA,3,6,"Houma, LA"
Palestine,TX,3,4,"Palestine, TX"
Douglas,AZ,3,5,"Douglas, AZ"
Olancha,CA,3,23,"Olancha, CA"
Bay City,TX,3,9,"Bay City, TX"
Rye Brook,NY,3,6,"Rye Brook, NY"
Houghton,NY,3,6,"Houghton, NY"
Houghton Lake,MI,3,3,"Houghton Lake, MI"
Wilton,ME,3,6,"Wilton, ME"
Houlton,ME,3,7,"Houlton, ME"
Ozona,TX,3,22,"Ozona, TX"
Jackson Heights,NY,3,9,"Jackson Heights, NY"
Davenport,WA,3,5,"Davenport, WA"
Beeville,TX,3,7,"Beeville, TX"
Isanti,MN,3,4,"Isanti, MN"
Irvington,NJ,3,6,"Irvington, NJ"
Delhi Charter Township,MI,3,4,"Delhi Charter Township, MI"
Deptford,NJ,3,18,"Deptford, NJ"
Beaver Dam,KY,3,10,"Beaver Dam, KY"
Indian River,MI,3,4,"Indian River, MI"
Stinson Beach,CA,3,12,"Stinson Beach, CA"
Ironton,MO,3,4,"Ironton, MO"
Waite Park,MN,3,8,"Waite Park, MN"
Delphos,OH,3,5,"Delphos, OH"
Denton,MD,3,10,"Denton, MD"
Beckley,WV,3,13,"Beckley, WV"
Indianola,IA,3,9,"Indianola, IA"
Iowa,LA,3,22,"Iowa, LA"
Inkster,MI,3,12,"Inkster, MI"
Stevenson,WA,3,18,"Stevenson, WA"
Inlet,NY,3,6,"Inlet, NY"
Waikoloa,HI,3,6,"Waikoloa, HI"
Wailea,HI,3,9,"Wailea, HI"
Windham,CT,3,8,"Windham, CT"
Stevensville,MD,3,14,"Stevensville, MD"
Bedford,PA,3,10,"Bedford, PA"
Saint Albans City,VT,3,5,"Saint Albans City, VT"
Des Moines,WA,3,12,"Des Moines, WA"
Stonewall,TX,3,8,"Stonewall, TX"
Oxford,ME,3,7,"Oxford, ME"
Oxford,MD,3,6,"Oxford, MD"
Oxford,MA,3,4,"Oxford, MA"
Dillard,GA,3,8,"Dillard, GA"
Safety Harbor,FL,3,12,"Safety Harbor, FL"
Defiance,OH,3,3,"Defiance, OH"
Hurlock,MD,3,6,"Hurlock, MD"
Huron,OH,3,4,"Huron, OH"
Stonington,CT,3,6,"Stonington, CT"
Sag Harbor,NY,3,6,"Sag Harbor, NY"
Ouray,CO,3,4,"Ouray, CO"
Windsor,NC,3,3,"Windsor, NC"
Jackson,NH,3,4,"Jackson, NH"
Del Norte,CO,3,9,"Del Norte, CO"
Opa-locka,FL,3,6,"Opa-locka, FL"
Hyde Park,NY,3,8,"Hyde Park, NY"
Devils Lake,ND,3,5,"Devils Lake, ND"
Windsor,CO,3,6,"Windsor, CO"
Bedminster,NJ,3,12,"Bedminster, NJ"
Desoto,TX,3,8,"Desoto, TX"
Hope Mills,NC,3,29,"Hope Mills, NC"
Page,AZ,3,14,"Page, AZ"
Bartlett,NH,3,7,"Bartlett, NH"
Ocean Shores,WA,3,12,"Ocean Shores, WA"
Holmdel,NJ,3,11,"Holmdel, NJ"
Rush,NY,3,8,"Rush, NY"
Honesdale,PA,3,6,"Honesdale, PA"
Jurupa Valley,CA,3,23,"Jurupa Valley, CA"
Oakmont,PA,3,6,"Oakmont, PA"
Jordan,MN,3,9,"Jordan, MN"
Dracut,MA,3,6,"Dracut, MA"
Paonia,CO,3,4,"Paonia, CO"
Rushville,IN,3,6,"Rushville, IN"
Holmen,WI,3,6,"Holmen, WI"
Hoover,AL,3,11,"Hoover, AL"
Barron,WI,3,5,"Barron, WI"
Wilmington,VT,3,22,"Wilmington, VT"
Paradise Valley,AZ,3,13,"Paradise Valley, AZ"
Danville,VT,3,3,"Danville, VT"
Holmes Beach,FL,3,5,"Holmes Beach, FL"
Bartow,FL,3,6,"Bartow, FL"
Belvedere,CA,3,4,"Belvedere, CA"
Drexel Hill,PA,3,13,"Drexel Hill, PA"
Johnson Creek,WI,3,12,"Johnson Creek, WI"
Dover-foxcroft,ME,3,6,"Dover-foxcroft, ME"
Dryden,NY,3,6,"Dryden, NY"
Rumford,RI,3,6,"Rumford, RI"
Oakley,KS,3,14,"Oakley, KS"
Dublin,PA,3,6,"Dublin, PA"
Dandridge,TN,3,8,"Dandridge, TN"
Big Pool,MD,2,6,"Big Pool, MD"
Presque Isle,MI,2,4,"Presque Isle, MI"
Amana,IA,2,3,"Amana, IA"
Buchanan,TN,2,4,"Buchanan, TN"
Oradell,NJ,2,4,"Oradell, NJ"
Princeton,IN,2,6,"Princeton, IN"
Riverside,RI,2,12,"Riverside, RI"
Midland Beach,NY,2,2,"Midland Beach, NY"
Bucyrus,OH,2,3,"Bucyrus, OH"
Belmont,NY,2,2,"Belmont, NY"
Oracle,AZ,2,3,"Oracle, AZ"
Priest Lake,ID,2,4,"Priest Lake, ID"
Camden,AR,2,3,"Camden, AR"
Monticello,MN,2,12,"Monticello, MN"
Bedford Park,IL,2,12,"Bedford Park, IL"
Westover,MD,2,6,"Westover, MD"
Salkum,WA,2,2,"Salkum, WA"
Acme,MI,2,5,"Acme, MI"
Montgomery Center,VT,2,3,"Montgomery Center, VT"
Shamrock,TX,2,8,"Shamrock, TX"
Shrewsbury,NJ,2,2,"Shrewsbury, NJ"
Priest River,ID,2,3,"Priest River, ID"
Primm,NV,2,48,"Primm, NV"
Akron,CO,2,3,"Akron, CO"
Yadkinville,NC,2,4,"Yadkinville, NC"
Monteagle,TN,2,16,"Monteagle, TN"
Oak Park Heights,MN,2,4,"Oak Park Heights, MN"
Midway,UT,2,4,"Midway, UT"
Riverside,IL,2,4,"Riverside, IL"
Rehoboth,DE,2,10,"Rehoboth, DE"
Prosperity,SC,2,6,"Prosperity, SC"
Salisbury,MA,2,8,"Salisbury, MA"
Shorewood,IL,2,4,"Shorewood, IL"
Midway,GA,2,4,"Midway, GA"
Northfield,OH,2,4,"Northfield, OH"
Alturas,CA,2,10,"Alturas, CA"
Refugio,TX,2,12,"Refugio, TX"
Saint Pete Beach,FL,2,4,"Saint Pete Beach, FL"
Monte Rio,CA,2,3,"Monte Rio, CA"
Bunker Hill,IN,2,3,"Bunker Hill, IN"
Montecito,CA,2,10,"Montecito, CA"
Weston,VT,2,2,"Weston, VT"
Montezuma,GA,2,2,"Montezuma, GA"
Benson,NC,2,10,"Benson, NC"
Willingboro,NJ,2,4,"Willingboro, NJ"
Camano,WA,2,7,"Camano, WA"
Princeton,WV,2,12,"Princeton, WV"
North Wales,PA,2,12,"North Wales, PA"
Montevallo,AL,2,4,"Montevallo, AL"
Riverside,NJ,2,2,"Riverside, NJ"
Adak,AK,2,8,"Adak, AK"
Sharon,CT,2,4,"Sharon, CT"
Amador City,CA,2,4,"Amador City, CA"
Shoshone,CA,2,9,"Shoshone, CA"
West Wendover,NV,2,10,"West Wendover, NV"
Beech Island,SC,2,2,"Beech Island, SC"
Ontario,NY,2,16,"Ontario, NY"
Northfield,IL,2,4,"Northfield, IL"
Northeast Harbor,ME,2,4,"Northeast Harbor, ME"
Amery,WI,2,5,"Amery, WI"
Orange,MA,2,4,"Orange, MA"
Montrose,MI,2,4,"Montrose, MI"
Oregon House,CA,2,9,"Oregon House, CA"
Morehead,KY,2,5,"Morehead, KY"
Zillah,WA,2,4,"Zillah, WA"
North River,NY,2,4,"North River, NY"
Oakridge,OR,2,4,"Oakridge, OR"
Andover,NH,2,2,"Andover, NH"
Severn,MD,2,6,"Severn, MD"
Brunswick,OH,2,7,"Brunswick, OH"
Abington,MA,2,6,"Abington, MA"
Brush,CO,2,12,"Brush, CO"
North Saint Paul,MN,2,4,"North Saint Paul, MN"
Wyandotte,MI,2,7,"Wyandotte, MI"
Wyncote,PA,2,6,"Wyncote, PA"
Mora,MN,2,6,"Mora, MN"
North Salem,NY,2,4,"North Salem, NY"
Morgan,UT,2,2,"Morgan, UT"
Becket,MA,2,4,"Becket, MA"
Severance,CO,2,4,"Severance, CO"
Williamsport,MD,2,2,"Williamsport, MD"
North Providence,RI,2,4,"North Providence, RI"
Orland,CA,2,8,"Orland, CA"
Richmond,RI,2,14,"Richmond, RI"
Wrightsville,GA,2,2,"Wrightsville, GA"
Morris,CT,2,5,"Morris, CT"
Aberdeen,SD,2,4,"Aberdeen, SD"
Morrilton,AR,2,3,"Morrilton, AR"
Portersville,PA,2,4,"Portersville, PA"
Moriarty,NM,2,6,"Moriarty, NM"
Richland,MI,2,4,"Richland, MI"
Winder,GA,2,10,"Winder, GA"
Oriental,NC,2,2,"Oriental, NC"
Portales,NM,2,2,"Portales, NM"
Richland,GA,2,2,"Richland, GA"
Oregon,OH,2,16,"Oregon, OH"
Roche Harbor,WA,2,10,"Roche Harbor, WA"
Robstown,TX,2,17,"Robstown, TX"
Montverde,FL,2,4,"Montverde, FL"
Roanoke,WV,2,3,"Roanoke, WV"
Seymour,CT,2,4,"Seymour, CT"
Amity,OR,2,3,"Amity, OR"
Seymour,IN,2,8,"Seymour, IN"
Orange Cove,CA,2,3,"Orange Cove, CA"
Roanoke,TX,2,8,"Roanoke, TX"
Roanoke,IN,2,2,"Roanoke, IN"
Orangeburg,SC,2,24,"Orangeburg, SC"
Alpine,UT,2,5,"Alpine, UT"
Zephyrhills,FL,2,6,"Zephyrhills, FL"
American Falls,ID,2,9,"American Falls, ID"
San Juan Bautista,CA,2,13,"San Juan Bautista, CA"
Orange,TX,2,5,"Orange, TX"
Montrose,NY,2,14,"Montrose, NY"
Beloit,WI,2,6,"Beloit, WI"
Powell,TN,2,25,"Powell, TN"
Oregon,IL,2,4,"Oregon, IL"
Ord,NE,2,4,"Ord, NE"
Moosic,PA,2,14,"Moosic, PA"
Robinsonville,MS,2,8,"Robinsonville, MS"
Potomac Falls,VA,2,4,"Potomac Falls, VA"
Andalusia,AL,2,3,"Andalusia, AL"
Saluda,NC,2,4,"Saluda, NC"
Ancram,NY,2,4,"Ancram, NY"
North Springfield,VT,2,3,"North Springfield, VT"
North Stonington,CT,2,7,"North Stonington, CT"
Poultney,VT,2,3,"Poultney, VT"
Rich Hill,MO,2,3,"Rich Hill, MO"
Abita Springs,LA,2,4,"Abita Springs, LA"
Bedford,IN,2,6,"Bedford, IN"
Sewickley,PA,2,9,"Sewickley, PA"
Middletown,OH,2,9,"Middletown, OH"
Bel Air,CA,2,9,"Bel Air, CA"
Riverdale,NY,2,4,"Riverdale, NY"
Montague,NJ,2,4,"Montague, NJ"
Mineral,CA,2,4,"Mineral, CA"
Aiken,SC,2,4,"Aiken, SC"
Okemah,OK,2,2,"Okemah, OK"
Redford,MI,2,4,"Redford, MI"
Bwi Airport,MD,2,4,"Bwi Airport, MD"
Ripley,NY,2,4,"Ripley, NY"
Belleview,FL,2,4,"Belleview, FL"
Ainsworth,NE,2,2,"Ainsworth, NE"
Randolph,MA,2,12,"Randolph, MA"
Randolph,NJ,2,6,"Randolph, NJ"
Middleton,MA,2,26,"Middleton, MA"
Belleville,KS,2,7,"Belleville, KS"
Belleville,MI,2,6,"Belleville, MI"
Westfield,NY,2,5,"Westfield, NY"
Nutley,NJ,2,4,"Nutley, NJ"
Belleville,WI,2,8,"Belleville, WI"
Buzzards Bay,MA,2,4,"Buzzards Bay, MA"
Westlake,FL,2,6,"Westlake, FL"
Buxton,NC,2,4,"Buxton, NC"
Willows,CA,2,6,"Willows, CA"
Westland,MI,2,8,"Westland, MI"
Westampton,NJ,2,9,"Westampton, NJ"
Belle Vernon,PA,2,5,"Belle Vernon, PA"
Mission Woods,KS,2,4,"Mission Woods, KS"
Willow Creek,CA,2,3,"Willow Creek, CA"
Afton,WY,2,2,"Afton, WY"
Aledo,IL,2,3,"Aledo, IL"
Bellville,OH,2,2,"Bellville, OH"
Bernalillo,NM,2,4,"Bernalillo, NM"
Mill Hall,PA,2,16,"Mill Hall, PA"
Rancho Murieta,CA,2,15,"Rancho Murieta, CA"
Bellefontaine,OH,2,6,"Bellefontaine, OH"
Mission,TX,2,5,"Mission, TX"
Albion,NY,2,6,"Albion, NY"
Westfield,NJ,2,4,"Westfield, NJ"
Randolph Center,VT,2,3,"Randolph Center, VT"
Alexandria Bay,NY,2,8,"Alexandria Bay, NY"
Rio Vista,CA,2,4,"Rio Vista, CA"
Sheridan,CO,2,8,"Sheridan, CO"
Raymond,MS,2,6,"Raymond, MS"
Ridgeville,SC,2,4,"Ridgeville, SC"
Albany,CA,2,2,"Albany, CA"
Alanson,MI,2,3,"Alanson, MI"
Red Lodge,MT,2,8,"Red Lodge, MT"
Millersville,MD,2,10,"Millersville, MD"
Salina,UT,2,8,"Salina, UT"
Oak Grove,MO,2,4,"Oak Grove, MO"
Alamo,CA,2,18,"Alamo, CA"
Alachua,FL,2,28,"Alachua, FL"
Alabaster,AL,2,20,"Alabaster, AL"
Red Bank,TN,2,3,"Red Bank, TN"
Akwesasne,NY,2,4,"Akwesasne, NY"
Millis,MA,2,4,"Millis, MA"
Ajo,AZ,2,4,"Ajo, AZ"
Sherborn,MA,2,4,"Sherborn, MA"
Young Harris,GA,2,5,"Young Harris, GA"
Reddick,FL,2,8,"Reddick, FL"
Bellevue,KY,2,4,"Bellevue, KY"
O'fallon,IL,2,6,"O'fallon, IL"
O'fallon,MO,2,11,"O'fallon, MO"
Caledonia,MI,2,13,"Caledonia, MI"
Rantoul,IL,2,4,"Rantoul, IL"
O'neill,NE,2,2,"O'neill, NE"
Albertville,MN,2,10,"Albertville, MN"
Calais,ME,2,3,"Calais, ME"
Odessa,TX,2,8,"Odessa, TX"
Cable,WI,2,4,"Cable, WI"
Ridgeland,SC,2,24,"Ridgeland, SC"
Willow Street,PA,2,6,"Willow Street, PA"
Milwaukee,OR,2,8,"Milwaukee, OR"
Milw,WI,2,4,"Milw, WI"
Burton,OH,2,6,"Burton, OH"
Ridgefield,NJ,2,10,"Ridgefield, NJ"
Riverdale Park,MD,2,12,"Riverdale Park, MD"
Redwood Falls,MN,2,10,"Redwood Falls, MN"
Almont,CO,2,3,"Almont, CO"
Willsboro,NY,2,4,"Willsboro, NY"
Alma,NE,2,3,"Alma, NE"
Burgettstown,PA,2,6,"Burgettstown, PA"
Northville,NY,2,4,"Northville, NY"
Salisbury,CT,2,3,"Salisbury, CT"
Winchester,TN,2,8,"Winchester, TN"
West Windsor Township,NJ,2,4,"West Windsor Township, NJ"
Miles City,MT,2,14,"Miles City, MT"
Monona,WI,2,3,"Monona, WI"
West Winfield,NY,2,4,"West Winfield, NY"
Wills Point,TX,2,4,"Wills Point, TX"
Westminster,SC,2,4,"Westminster, SC"
Salamanca,NY,2,9,"Salamanca, NY"
Rittman,OH,2,3,"Rittman, OH"
River Grove,IL,2,4,"River Grove, IL"
Oak Park,MI,2,4,"Oak Park, MI"
Almont,MI,2,4,"Almont, MI"
Riverdale,NJ,2,17,"Riverdale, NJ"
Saint Peter,MN,2,8,"Saint Peter, MN"
Mifflinville,PA,2,4,"Mifflinville, PA"
Burbank,WA,2,6,"Burbank, WA"
Oak Harbor,OH,2,3,"Oak Harbor, OH"
Belcamp,MD,2,12,"Belcamp, MD"
Onaway,MI,2,6,"Onaway, MI"
Northlake,TX,2,6,"Northlake, TX"
Williston,ND,2,4,"Williston, ND"
Pāhoa,HI,2,3,"Pāhoa, HI"
Northport,MI,2,5,"Northport, MI"
Sharpsburg,PA,2,2,"Sharpsburg, PA"
Quartz Hill,CA,2,4,"Quartz Hill, CA"
Onancock,VA,2,4,"Onancock, VA"
Belmont,CA,2,8,"Belmont, CA"
Redwood Valley,CA,2,10,"Redwood Valley, CA"
Milford,MI,2,8,"Milford, MI"
Mitchell,OR,2,4,"Mitchell, OR"
Westminster,NY,2,20,"Westminster, NY"
Westley,CA,2,4,"Westley, CA"
Rainier,OR,2,3,"Rainier, OR"
Calipatria,CA,2,10,"Calipatria, CA"
Ocilla,GA,2,2,"Ocilla, GA"
Burnt Hills,NY,2,6,"Burnt Hills, NY"
Berwyn Heights,MD,2,4,"Berwyn Heights, MD"
Moclips,WA,2,4,"Moclips, WA"
Mobridge,SD,2,4,"Mobridge, SD"
Algona,IA,2,4,"Algona, IA"
Mililani,HI,2,6,"Mililani, HI"
Shelby Twp,MI,2,10,"Shelby Twp, MI"
Calimesa,CA,2,19,"Calimesa, CA"
Burton,MI,2,2,"Burton, MI"
Old Lyme,CT,2,6,"Old Lyme, CT"
Wilton Manors,FL,2,13,"Wilton Manors, FL"
Shelby,OH,2,3,"Shelby, OH"
Ochopee,FL,2,13,"Ochopee, FL"
Burns Harbor,IN,2,7,"Burns Harbor, IN"
Shirley,NY,2,18,"Shirley, NY"
Quogue,NY,2,10,"Quogue, NY"
Rabun Gap,GA,2,3,"Rabun Gap, GA"
Bethel,CT,2,5,"Bethel, CT"
Olema,CA,2,7,"Olema, CA"
Bellvue,CO,2,4,"Bellvue, CO"
Radcliff,KY,2,5,"Radcliff, KY"
Radnor,PA,2,4,"Radnor, PA"
Burns,OR,2,2,"Burns, OR"
Bethalto,IL,2,2,"Bethalto, IL"
Shelburne Falls,MA,2,4,"Shelburne Falls, MA"
Alice,TX,2,13,"Alice, TX"
Orlando Park,IL,2,4,"Orlando Park, IL"
Rising Fawn,GA,2,10,"Rising Fawn, GA"
Mokena,IL,2,14,"Mokena, IL"
Windermere,FL,2,14,"Windermere, FL"
Barnard,VT,2,16,"Barnard, VT"
Westworth Village,TX,2,12,"Westworth Village, TX"
White Salmon,WA,2,3,"White Salmon, WA"
New Boston,OH,2,4,"New Boston, OH"
Boardman,OR,2,14,"Boardman, OR"
New Boston,MI,2,6,"New Boston, MI"
Batesville,MS,2,5,"Batesville, MS"
Pharr,TX,2,2,"Pharr, TX"
Ninety Six,SC,2,4,"Ninety Six, SC"
Bath,NY,2,6,"Bath, NY"
Blytheville,AR,2,2,"Blytheville, AR"
New Baltimore,NY,2,8,"New Baltimore, NY"
New Baltimore,MI,2,5,"New Baltimore, MI"
Santa Claus,IN,2,10,"Santa Claus, IN"
Battle Mountain,NV,2,12,"Battle Mountain, NV"
Nixa,MO,2,4,"Nixa, MO"
New Albany,IN,2,2,"New Albany, IN"
Baxter,TN,2,5,"Baxter, TN"
Rosalia,WA,2,3,"Rosalia, WA"
White River Jct,VT,2,3,"White River Jct, VT"
Nichols,NY,2,4,"Nichols, NY"
Avalon,NJ,2,3,"Avalon, NJ"
Brandon,VT,2,4,"Brandon, VT"
Batesville,IN,2,6,"Batesville, IN"
Avon,IN,2,4,"Avon, IN"
New Castle,IN,2,6,"New Castle, IN"
Palmer Lake,CO,2,2,"Palmer Lake, CO"
Newville,PA,2,4,"Newville, PA"
New Castle,CO,2,4,"New Castle, CO"
Niceville,FL,2,3,"Niceville, FL"
New Carrollton,MD,2,6,"New Carrollton, MD"
Roselle Park,NJ,2,2,"Roselle Park, NJ"
Roselle,NJ,2,2,"Roselle, NJ"
Nicholasville,KY,2,8,"Nicholasville, KY"
Peru,NY,2,11,"Peru, NY"
New Carlisle,IN,2,4,"New Carlisle, IN"
New Caney,TX,2,20,"New Caney, TX"
Palmer,AK,2,4,"Palmer, AK"
Brady,TX,2,5,"Brady, TX"
Avenal,CA,2,2,"Avenal, CA"
Roseland,NJ,2,29,"Roseland, NJ"
Phillips,WI,2,4,"Phillips, WI"
Nogales,AZ,2,2,"Nogales, AZ"
Perry,IA,2,4,"Perry, IA"
Piketon,OH,2,4,"Piketon, OH"
Natchitoches,LA,2,9,"Natchitoches, LA"
Rolling Prairie,IN,2,16,"Rolling Prairie, IN"
Natchez,MS,2,11,"Natchez, MS"
Paicines,CA,2,3,"Paicines, CA"
Blue Ridge,GA,2,5,"Blue Ridge, GA"
Wildwood Crest,NJ,2,3,"Wildwood Crest, NJ"
Nashville,GA,2,2,"Nashville, GA"
Bretton Woods,NH,2,6,"Bretton Woods, NH"
Scipio,UT,2,20,"Scipio, UT"
Atmore,AL,2,14,"Atmore, AL"
Pine Bluff,AR,2,3,"Pine Bluff, AR"
Bay Minette,AL,2,6,"Bay Minette, AL"
Bay Point,CA,2,2,"Bay Point, CA"
Pine Brook,NJ,2,12,"Pine Brook, NJ"
Roland,OK,2,8,"Roland, OK"
Bay Village,OH,2,4,"Bay Village, OH"
Pageland,SC,2,3,"Pageland, SC"
Atoka,TN,2,2,"Atoka, TN"
Breinigsville,PA,2,4,"Breinigsville, PA"
Roosevelt,UT,2,3,"Roosevelt, UT"
Navarre,FL,2,5,"Navarre, FL"
Wolfeboro,NH,2,5,"Wolfeboro, NH"
Wood Dale,IL,2,4,"Wood Dale, IL"
Ronks,PA,2,4,"Ronks, PA"
Winner,SD,2,3,"Winner, SD"
Neptune,NJ,2,5,"Neptune, NJ"
Nephi,UT,2,16,"Nephi, UT"
Auburn,NE,2,3,"Auburn, NE"
Palastine,TX,2,4,"Palastine, TX"
Schererville,IN,2,2,"Schererville, IN"
Pickens,SC,2,4,"Pickens, SC"
Negaunee,MI,2,4,"Negaunee, MI"
Piedmont,AL,2,4,"Piedmont, AL"
Breaux Bridge,LA,2,10,"Breaux Bridge, LA"
Nederland,TX,2,2,"Nederland, TX"
Brecksville,OH,2,14,"Brecksville, OH"
Wood River,NE,2,6,"Wood River, NE"
Wood Village,OR,2,6,"Wood Village, OR"
Perry,MI,2,2,"Perry, MI"
Palmyra,ME,2,4,"Palmyra, ME"
Beaver Falls,PA,2,2,"Beaver Falls, PA"
Bottineau,ND,2,2,"Bottineau, ND"
Pateros,WA,2,6,"Pateros, WA"
Baldwin,FL,2,16,"Baldwin, FL"
Roxbury Township,NJ,2,4,"Roxbury Township, NJ"
Roxbury,NY,2,14,"Roxbury, NY"
Boonsboro,MD,2,4,"Boonsboro, MD"
Bonners Ferry,ID,2,5,"Bonners Ferry, ID"
New Stanton,PA,2,14,"New Stanton, PA"
Paw Paw,MI,2,5,"Paw Paw, MI"
Whitestown,IN,2,4,"Whitestown, IN"
Bowling Green,FL,2,8,"Bowling Green, FL"
Pawhuska,OK,2,4,"Pawhuska, OK"
Bowman,ND,2,3,"Bowman, ND"
Newport,TN,2,14,"Newport, TN"
New Richmond,WI,2,6,"New Richmond, WI"
Balch Springs,TX,2,14,"Balch Springs, TX"
Paradise,NV,2,6,"Paradise, NV"
Pearl,MS,2,12,"Pearl, MS"
Santo,TX,2,24,"Santo, TX"
Rumford,ME,2,10,"Rumford, ME"
Whitehouse Station,NJ,2,2,"Whitehouse Station, NJ"
Pass Christian,MS,2,25,"Pass Christian, MS"
Park Rapids,MN,2,3,"Park Rapids, MN"
Park Ridge,IL,2,4,"Park Ridge, IL"
Santa Rosa,NM,2,10,"Santa Rosa, NM"
Barbourville,KY,2,3,"Barbourville, KY"
Winston Salem,NC,2,4,"Winston Salem, NC"
Winsted,CT,2,10,"Winsted, CT"
Royalton,VT,2,11,"Royalton, VT"
Newmarket,NH,2,2,"Newmarket, NH"
Whitsett,NC,2,8,"Whitsett, NC"
Parsons,KS,2,3,"Parsons, KS"
Banks,OR,2,6,"Banks, OR"
Newport,ME,2,2,"Newport, ME"
Pascagoula,MS,2,5,"Pascagoula, MS"
Newport,MI,2,8,"Newport, MI"
Paris,ME,2,4,"Paris, ME"
Ballston,NY,2,12,"Ballston, NY"
Newaygo,MI,2,8,"Newaygo, MI"
New Philadelphia,OH,2,16,"New Philadelphia, OH"
Baker City,OR,2,9,"Baker City, OR"
Perry,FL,2,10,"Perry, FL"
Babcock Ranch,FL,2,24,"Babcock Ranch, FL"
Sautee Nacoochee,GA,2,4,"Sautee Nacoochee, GA"
Winthrop,ME,2,3,"Winthrop, ME"
Ross,CA,2,3,"Ross, CA"
Avondale Estates,GA,2,4,"Avondale Estates, GA"
Winthrop,MN,2,4,"Winthrop, MN"
Avon Park,FL,2,8,"Avon Park, FL"
Palmyra,PA,2,3,"Palmyra, PA"
New Harmony,UT,2,4,"New Harmony, UT"
Boligee,AL,2,2,"Boligee, AL"
New Hampton,NY,2,9,"New Hampton, NY"
Peotone,IL,2,8,"Peotone, IL"
New Cuyama,CA,2,7,"New Cuyama, CA"
Palmyra,NJ,2,8,"Palmyra, NJ"
Newton Square,PA,2,10,"Newton Square, PA"
Wiscasset,ME,2,4,"Wiscasset, ME"
Bradford,NH,2,3,"Bradford, NH"
Savannah,TN,2,2,"Savannah, TN"
Bass Harbor,ME,2,3,"Bass Harbor, ME"
Babylon,NY,2,3,"Babylon, NY"
New Oxford,PA,2,5,"New Oxford, PA"
Bartonville,IL,2,4,"Bartonville, IL"
Paradise,CA,2,11,"Paradise, CA"
Boxford,MA,2,4,"Boxford, MA"
Papillion,NE,2,10,"Papillion, NE"
New Milford,CT,2,10,"New Milford, CT"
Baiting Hollow,NY,2,4,"Baiting Hollow, NY"
Pebble Beach,CA,2,10,"Pebble Beach, CA"
Peconic,NY,2,2,"Peconic, NY"
New Market,VA,2,8,"New Market, VA"
New Market,TN,2,3,"New Market, TN"
Newport,WA,2,11,"Newport, WA"
Newport Coast,CA,2,6,"Newport Coast, CA"
Pekin,IL,2,8,"Pekin, IL"
Bailey,CO,2,2,"Bailey, CO"
Round Lake,NY,2,4,"Round Lake, NY"
Round Hill,VA,2,4,"Round Hill, VA"
Winona,MS,2,11,"Winona, MS"
Baden,PA,2,4,"Baden, PA"
Pine Plains,NY,2,6,"Pine Plains, NY"
Pine River,MN,2,3,"Pine River, MN"
Packwood,WA,2,2,"Packwood, WA"
Mountain Home,ID,2,12,"Mountain Home, ID"
Beatty,NV,2,10,"Beatty, NV"
Williamsburg,KY,2,8,"Williamsburg, KY"
Mountain Brook,AL,2,10,"Mountain Brook, AL"
Poland,ME,2,3,"Poland, ME"
Mount Washington,KY,2,4,"Mount Washington, KY"
Osprey,FL,2,12,"Osprey, FL"
Mount Vernon,OH,2,4,"Mount Vernon, OH"
